car_number,color,time,text,handle,user_id,tweet_id
7110,,2016-05-02T21:02:52+00:00,.@wmata car 7110 is a #hotcar,ellemacbeth,16314746,727241971614490624
7031,,2016-05-02T21:08:30+00:00,"@wmata @unsuckdcmetro it's the whole train, car 7031 #hot as well as others based on other customers getting on car and being disappointed",UnleafTheKraken,249353902,727243390207844352
1261,RED,2016-05-02T21:35:58+00:00,RL 1261 is a #wmata #hotcar,steadman_amanda,707523272,727250302848487425
1270,RED,2016-05-02T21:53:14+00:00,Hot car 1270 on Red Line bound for Shady Grove. Gonna be a looooong summer. #wmata,VirginiaHouston,29858353,727254646553714688
7131,,2016-05-02T21:58:26+00:00,"Hot car 7131...   

#WMATA",NatsFan22,361433846,727255955646349312
7039,RED,2016-05-02T22:21:25+00:00,@wmata @Metrorailinfo @unsuckdcmetro how the heck does a #newtrain have a #hotcar? 7039 on the red line = an overpacked sauna,thereal_SNL,27124423,727261738949861376
1156,BLUE,2016-05-02T22:21:48+00:00,"@FixWMATA @unsuckdcmetro @wmata Hot car: Blue line, car 1156.",CrystalC_in_DC,719868915875188737,727261836370923526
4016,RED,2016-05-02T22:26:44+00:00,@Metrorailinfo Red line car #4016 is a hotcar. #wmata,RomanPrzygodzki,367767753,727263076614082561
4078,RED,2016-05-02T22:27:12+00:00,Hot-ish car 4078 Red Line to G'mont. 7th of 8 car train. @MetroHotCars #wmata #hotcar,lenins_tomb,2749690557,727263196772331520
1244,,2016-05-03T11:57:15+00:00,.@wmata @Metrorailinfo car #1244 is a #hotcar. Green/yellow line.,lissabrennan,125491793,727467052030681088
1221,RED,2016-05-03T12:41:42+00:00,Redline car 1221 to SG is a #hotcar #wmata @MetroHotCars,ameliacn,15495808,727478239527067649
1156,,2016-05-03T19:18:01+00:00,@unsuckdcmetro @wmata @metrorailinfo SLVR to largo car 1156 is a hot car,IrishElCucuy,15572908,727577972362883072
1222,RED,2016-05-03T19:40:15+00:00,#wmata #hotcar 1222 redline https://t.co/bF3RizVCwr,EdChernosky,1931956381,727583570051538944
6107,,2016-05-03T20:29:01+00:00,@MetroHotCars Car 6107 #HotCar Glenmont-bound like a sauna. Also high schoolers blasting loud music #wmata @Metrorailinfo,avtiu,264455370,727595840374767616
7067,GREEN,2016-05-03T20:29:55+00:00,@MetroHotCars #wmata #hotcar green 7067,gfitzp,12205832,727596068159000577
7128,GREEN,2016-05-03T20:50:06+00:00,GL car 7128 is a #wmata #hotcar.,jeditrainee,22651397,727601147297419264
1270,RED,2016-05-03T20:53:51+00:00,Hey @wmata and @Metrorailinfo car #1270 is also a #hotcar. And it stinks badly of mildew. Red Line.,lissabrennan,125491793,727602090864828416
1233,,2016-05-03T21:03:32+00:00,Why is the heat on?! #1233 @MetroHotCars,PinkPierogies,2693087828,727604527512334341
4045,,2016-05-03T21:55:13+00:00,#wmata  #hotcar 4045,KathrynAegis,484432098,727617534669815809
2050,,2016-05-03T22:55:55+00:00,@JayB4 @wmata @Metrorailinfo @FixWMATA @unsuckdcmetro #wmata #hotcar 2050,EdChernosky,1931956381,727632811692281857
1009,,2016-05-03T23:03:14+00:00,Train 1009 is a #wmata #hotcar ... very warm and stuffy air inside,slapshotlyons,4799409146,727634652161318917
4096,,2016-05-04T12:05:47+00:00,@metrohotcars I know there is a chill in the air but...car #4096 is blasting with heat OR to Vienna #wmata,inspectorclooso,3475445056,727831586318716928
1297,,2016-05-04T12:49:29+00:00,@wmata it's overly warm in car 1297 one might even call it hot. #wmata,lilSara23,195350514,727842583053918208
1200,,2016-05-05T12:49:17+00:00,@wmata it's uncomfortably hot in here. Please add some airflow. Sincerely car 1200 #wmata,lilSara23,195350514,728204924245413888
1241,RED,2016-05-05T13:38:37+00:00,@wmata red line car 1241 is a #hotcar @MetroHotCars,NateWeixel,606430919,728217335480369153
7127,,2016-05-05T21:33:34+00:00,Zero air conditioning on 7127. #wmata #hotcar,ninjabakesale,9507162,728336863883345920
1057,BLUE,2016-05-06T21:38:08+00:00,Car 1057 Blue Line Franconia is strong mildew car #fixwmata  #wmata  #hotcar,Wcouch8,307382764,728700399570583553
1233,,2016-05-07T21:47:17+00:00,"Hello @Metrorailinfo, @wmata -- car number 1233 is a #hotcar. #noac",lissabrennan,125491793,729065088456495104
1270,,2016-05-08T19:00:01+00:00,It's never too early for a @wmata hot car apparently.  Fix it. Train car 1270.,NeonLights52,582825952,729385382509486080
5164,RED,2016-05-09T12:39:01+00:00,"@wmata 5164 on Red is a #hotcar (but combined w/ its humidity, closing your eyes it makes a fantastic imaginary sauna)",thisisbossi,229348030,729651891064475648
3058,RED,2016-05-09T20:26:45+00:00,"Ugh...  #hotcar well,  no air car,  red line #3058 #wmata",goldsmitht,41268200,729769599638642688
2028,RED,2016-05-09T22:31:16+00:00,"#wmata #hotcar 2028, Red Line @MetroHotCars",bradmatthewsDC,2296732381,729800934579146753
1228,RED,2016-05-10T12:53:12+00:00,Red line 1228 Glenmont bound train #hotcar #wmata,kevsung,16516489,730017848198758402
5111,SILVER,2016-05-10T14:07:06+00:00,#wmata #hotcar 5111 silver,LowHeadways,574513900,730036446250283008
1269,YELLOW,2016-05-11T11:31:59+00:00,.@MetroHotCars YL to Greenbelt car #1269 @FixWMATA @unsuckdcmetro,JammingEcono,3651601,730359796289916929
1270,RED,2016-05-11T12:12:55+00:00,Hi @wmata RL car 1270 is a #hotcar @Metrorailinfo @MetroHotCars,NateWeixel,606430919,730370097743863808
6025,YELLOW,2016-05-11T13:13:02+00:00,#wmata #hotcar 6025 yellow #unlessitsjustme,LowHeadways,574513900,730385224379469824
7115,GREEN,2016-05-12T20:07:02+00:00,#wmata #newtrain 7115 green #hotcar,DrinksTheThings,16988643,730851800761421827
5090,,2016-05-12T20:35:58+00:00,"Oh my god I think I'm dying. Hot car season is back, and car 5090 is up. #wmata #hotcar",cuddlemefish,120931876,730859080802304000
1193,YELLOW,2016-05-12T21:10:25+00:00,#wmata #hotcar 1193 yellow,LowHeadways,574513900,730867751238144000
2028,RED,2016-05-12T21:12:10+00:00,#wmata RL 2028 is a #hotcar,xingyigirl,3835219900,730868191354724352
2025,RED,2016-05-12T21:13:27+00:00,#moldcar redline car 2025 @unsuckdcmetro @wmata #hotcar @Metrorailinfo,contemna,14085473,730868514333073408
5133,RED,2016-05-12T21:18:14+00:00,At least it isn't on fire? @metrorailinfo #wmata #hotcar 5133 red line,e30ej,727609849069047808,730869720413556736
7064,GREEN,2016-05-13T11:43:12+00:00,#WMATA #hotcar 7064 Green,FixWMATA,1587152041,731087392849973248
7108,,2016-05-13T13:06:54+00:00,@WMata: 7108 is a hot car.,reskandani,2421531371,731108460226592769
5010,,2016-05-13T13:22:53+00:00,Welcome to summer! @wmata OR car #5010 is a #hotcar @unsuckdcmetro,NateWeixel,606430919,731112481435877376
5005,,2016-05-13T13:46:37+00:00,FYI #wmata @Metrorailinfo car 5005 is a #hotcar . It's not a dry heat either...,NE_DC_11,68526377,731118453910843392
1207,BLUE,2016-05-13T17:25:31+00:00,It's 68 degrees out...turn the heat off in the cars. #wmata #hotcar #blueline car 1207,big_sarge,51045084,731173542008635393
7028,GREEN,2016-05-13T17:50:34+00:00,#wmata #hotcar 7028 green,EdChernosky,1931956381,731179845749751809
1207,BLUE,2016-05-13T17:55:20+00:00,"Yo @wmata: I know you have much bigger things to worry about right now, but 1207 on BL to Largo is a #hotcar.",museums365,104712772,731181044511195136
2044,,2016-05-13T19:32:48+00:00,Hotcar 2044 #wmata @wmata @Metrorailinfo,karleisenhower,754992,731205572104736768
1014,,2016-05-13T20:05:48+00:00,#wmata #hotcar 1014 https://t.co/lg0gPKzcyh,KathrynAegis,484432098,731213877564850176
5185,RED,2016-05-13T20:15:04+00:00,"@MetroHotCars #hotcar #wmata red line to glenmont, car 5185",RZachSmith,11878332,731216208327024640
1222,SILVER,2016-05-13T20:42:34+00:00,#wmata #hotcar 1222 silver to largo damn sweat box,RyansRadar,41176911,731223128790204417
7064,,2016-05-13T21:06:34+00:00,#WMATA #hotcar 7064 https://t.co/FTIV2pfyIw,swdcjenn,82183980,731229168852205568
3179,RED,2016-05-13T21:12:34+00:00,Hot car! Red line #3179 @wmata @unsuckdcmetro @FixWMATA #WMATA,mandy__gleason,308713911,731230681641197568
7083,,2016-05-13T23:20:05+00:00,@_SuperStef @wmata #wmata #hotcar 7083,EdChernosky,1931956381,731262769564160000
4058,RED,2016-05-14T00:41:31+00:00,4058 RL Glenmont is a @wmata #hotcar @MetroHotCars,Rukasu1,29864400,731283266150469632
1186,RED,2016-05-14T14:45:57+00:00,"Red line at Shady Grove, 1186 is a hot car. I guess summer is here. @wmata @unsuckdcmetro #RedLine",szeglin,312915076,731495772521369601
7107,,2016-05-14T15:32:16+00:00,@wmata #hotcar 7107 #newtrain #broke,matthify,701404408106586112,731507427854716929
7126,,2016-05-14T16:11:29+00:00,@wmata @metrohotcars Car 7126 hot. No a/c.,mvgeary,144686075,731517298138288128
1218,ORANGE,2016-05-14T16:32:47+00:00,@MetroHotCars car no. 1218 on orange is a #hotcar #wmata,CourtneyFogwell,359492413,731522658500788224
4058,RED,2016-05-14T18:06:12+00:00,@MetroHotCars car number 4058 on red line to shady grove is a #HOTCAR #WMATA,LAVAR56,296501520,731546166265925634
1218,,2016-05-14T19:09:52+00:00,Car 1218 is a #wmata #hotcar.,lorenlalonde,475263637,731562191317544961
1290,YELLOW,2016-05-16T20:28:45+00:00,@wmata YL car 1290 is a #hotcar,Sarandipity885,90228479,732306817368395776
2028,RED,2016-05-16T21:25:53+00:00,Red line car 2028 is a #wmata #hotcar @MetroHotCars,camlyndc,25729004,732321197040504833
4072,RED,2016-05-16T21:33:42+00:00,@wmata car 4072 on the red line is a #wmata #hotcar,aaronseider,257253994,732323162709446656
1118,RED,2016-05-16T22:01:51+00:00,Red line Grosvenor bound car 1118 is a #wmata #hotcar,kevsung,16516489,732330245311873029
1251,BLUE,2016-05-16T22:50:38+00:00,Blue Line car 1251 is #wmata #hotcar. @Metrorailinfo,John_Nowacki,1262985116,732342525248212992
5118,,2016-05-17T22:57:24+00:00,OR car #5118 is weirdly wet and humid today @MetroHotCars @wmata @Metrorailinfo,NateWeixel,606430919,732706615514783745
3156,GREEN,2016-05-18T14:30:16+00:00,GR 3156 #wmata #hotcar. Heat is on.,lmendy7,350565529,732941376304844800
1181,ORANGE,2016-05-18T22:07:01+00:00,OL1181 is a #wmata #hotcar @MetroHotCars @unsuckdcmetro @wmata,GSFeder,168645901,733056321000460288
1072,,2016-05-19T12:13:24+00:00,#unsuckdcmetro #hotcar #1072 #fml #hashtagger4life #wmata,iOnline247,221263633,733269320608972800
1158,,2016-05-19T12:36:11+00:00,@wmata it's really hot here in car 1158. Any airflow at all would be much appreciated. Thanks.,lilSara23,195350514,733275056789393408
7131,GREEN,2016-05-19T18:50:16+00:00,GR &gt; Branch Ave -- Car 7131 -- #hotcar #newtrain #wmata,MichaThom,88591682,733369196936069120
4058,RED,2016-05-19T20:28:49+00:00,Red line 4058 is a #WMATA #hotcar. Is it Friday yet?,AudreyHillyard,83123706,733393999353008132
6077,RED,2016-05-19T21:46:46+00:00,@Metrorailinfo #hotcar 6077 red line cc: @MetroHotCars,SilverSpringJoe,1543928161,733413616326717440
1207,,2016-05-19T22:02:25+00:00,@wmata Train 1207 is a hot car.,HistoryJosh,62455723,733417553834315785
1099,RED,2016-05-19T22:02:50+00:00,@wmata hot car red line 1099,laxbugg,20737602,733417656770920452
3277,,2016-05-19T23:36:49+00:00,@leadingmysquad @wmata #wmata #hotcar 3277,EdChernosky,1931956381,733441309235630080
1135,,2016-05-20T12:31:13+00:00,#wmata #hotcar 1135,KathrynAegis,484432098,733636194899230720
1290,RED,2016-05-20T13:50:31+00:00,@wmata #redline hot car 1290.,kscoult,3030314487,733656147987685376
1105,,2016-05-20T19:17:25+00:00,#wmata #hotcar 1105 https://t.co/syBJLK47ej,KathrynAegis,484432098,733738416605650944
7072,,2016-05-20T20:09:21+00:00,@wmata @unsuckdcmetro Car 7072 is a #hotcar,TheSleepistasks,228215485,733751486686056449
4058,RED,2016-05-20T20:53:50+00:00,#wmata #hotcar 4058 redline,mandy__gleason,308713911,733762681161814017
1221,RED,2016-05-20T21:56:28+00:00,#wmata red line car 1221 is a #hotcar. Already 53 mins and on my second train into what should be a 35 min trip @Metrorailinfo # for refund?,e30ej,727609849069047808,733778442722807809
1133,,2016-05-20T22:17:29+00:00,Hello @Metrorailinfo and @wmata car number 1133 is a very #hotcar. Please fix. This is stifling and unsafe.,lissabrennan,125491793,733783731593449472
2044,,2016-05-21T02:32:21+00:00,2044 #wmata #hotcar,queforat,15373140,733847872660213760
3263,ORANGE,2016-05-23T13:32:56+00:00,#hotcar 3263 #OrangeLine @Metrorailinfo #wmata,ironmanjt,20205268,734738889437544448
1241,RED,2016-05-23T13:42:51+00:00,#wmata @MetroHotCars  Red line 1241 hot car,JimLCunningham,26620002,734741384079511552
1033,GREEN,2016-05-23T14:08:03+00:00,@MetroHotCars Green line car 1033 is a #wmata #hotcar,LAVAR56,296501520,734747724017438720
1033,YELLOW,2016-05-23T20:08:44+00:00,@MetroHotCars @wmata 1033 yellow is a #hotcar,blissy456,12271892,734838496293232640
1152,,2016-05-24T12:15:37+00:00,1152 #wmata #hotcar,KathrynAegis,484432098,735081818160930816
1186,,2016-05-24T20:51:05+00:00,@wmata car 1186 heading to silver spring is spewing hot air instead of ac - it feels like a sauna in that car and isn't safe,Daniarielle,970567364,735211539653754880
4062,RED,2016-05-24T22:05:02+00:00,@MetroHotCars #wmata #hotcar #4062 #redline,dwfma,14285833,735230150330048512
1251,,2016-05-24T23:39:16+00:00,Forgot how fucking awful it is to sit in a #wmata #hotcar. 1251 is the culprit this time,FireMetroPeople,461101349,735253863851163655
1251,BLUE,2016-05-25T01:57:08+00:00,#wmata #hotcar 1251 blue line,kdyl10,260000350,735288561356918784
3013,,2016-05-25T12:14:08+00:00,#wmata #hotcar 3013 https://t.co/FRtpJfn0XX,KathrynAegis,484432098,735443833715105795
3125,,2016-05-25T12:33:13+00:00,@MetroHotCars car 3125,jill_fergs,101775583,735448637828894720
5043,,2016-05-25T12:42:55+00:00,"5043 #wmata #hotcar. Also, no cell service at Smithsonian.",swdcjenn,82183980,735451075201863680
1016,,2016-05-25T12:49:53+00:00,#wmata #hotcar 1016,KathrynAegis,484432098,735452829301760000
1186,,2016-05-25T13:13:57+00:00,@MetroHotCars @wmata @MetroRailInfo Car 1186 is a #wmata #hotcar,psubarton,18735652,735458888812789762
1129,ORANGE,2016-05-25T13:16:31+00:00,@Metrorailinfo @MetroHotCars Car 1129 on the orange line is a #wmata #hotcar,ColinReusch,1173757202,735459531875098626
1099,RED,2016-05-25T14:00:20+00:00,#wmata  #hotcar Redline: Car 1099!,swedishtoast,16878752,735470561674006528
1153,YELLOW,2016-05-25T16:29:34+00:00,#wmata  #hotcar Yellow line Car 1153,asadofsky,104534527,735508115374804994
1083,SILVER,2016-05-25T19:49:47+00:00,Silver Line #HotCar: no. 1083 @Metrorailinfo #wmata,antar05,24683610,735558499816636418
3224,,2016-05-25T20:24:05+00:00,#WMATA #hotcar 3224. Gonna be one very very long long hot summer.,lymedici,2642279115,735567132600242176
3059,,2016-05-25T20:51:52+00:00,@CliffordGoo @wmata This is how you can report it.  #wmata #hotcar 3059,EdChernosky,1931956381,735574124643258369
4081,,2016-05-25T21:31:27+00:00,Woooo car #4081 is a #metrohotcar @MetroHotCars @wmata,HokiESQ,182979559,735584086455144449
1082,BLUE,2016-05-25T21:48:09+00:00,Car 1082 #wmata is a  #hotcar on the Blue line to Franconia.,smcclure10,134272046,735588291089686528
1153,YELLOW,2016-05-25T22:11:54+00:00,@Metrorailinfo @wmata 1153 #hotcar yellow to Huntington,power_ba,1546133840,735594265045176320
1153,YELLOW,2016-05-25T23:33:59+00:00,@WMATA Yellow Line #hotcar #1153,alykat,6627892,735614922701312000
4053,,2016-05-26T11:38:06+00:00,@wmata pls fix hot car 4053 #hotmetrocar #wmata,KatieSullivanDC,217407357,735797151930945536
5190,GREEN,2016-05-26T11:59:32+00:00,@MetroHotCars Green line car 5190 is a hot car.,TheChubones,2774873634,735802548863569920
1111,BLUE,2016-05-26T12:09:09+00:00,Yo #wmata gotta fix #hotcar 1111 on the blue line,yomommashaus,409944394,735804969257971714
4053,,2016-05-26T12:18:57+00:00,#wmata #hotcar 4053 https://t.co/yo980cKNdW,KathrynAegis,484432098,735807432786612224
1055,RED,2016-05-26T12:35:51+00:00,@wmata @MetroHotCars red line 1055. #hotcar #wmata,LindseyFlick,18036030,735811684921704450
1055,RED,2016-05-26T13:04:02+00:00,"@unsuckdcmetro @wmata @MetroHotCars Red line train, car 1055, A/C is out and the car is very hot.",ItsARickInABox,2188257111,735818779578470401
1009,YELLOW,2016-05-26T13:26:51+00:00,First one of the year! YL 1009 #wmata #hotcar @MetroHotCars,7YFail,2356439060,735824520527876096
5039,ORANGE,2016-05-26T16:05:03+00:00,#wmata #hotcar 5039 orange line,slashkevin,14271323,735864335269036032
1261,,2016-05-26T17:23:37+00:00,@wmata #hotcar 1261,matthewtbrown,22305267,735884106823835648
6114,YELLOW,2016-05-26T17:45:39+00:00,.@Metrorailinfo car 6114 (YL towards Ft Totten) is a #hotcar. @FixWMATA @unsuckdcmetro #WMATA,jayb1056,509237301,735889650955505665
5059,ORANGE,2016-05-26T18:57:05+00:00,@Metrorailinfo #wmata #hotcar 5059 on the Orange Line,TunnelRatDC,134187168,735907628749033476
1223,SILVER,2016-05-26T19:09:12+00:00,@MetroHotCars #wmata #hotcar 1223 on the Silver Line,ezhurb,787037258,735910675579539457
6114,GREEN,2016-05-26T20:28:06+00:00,Gl car #6114 is a #wmata #hotcar @metrorailinfo,robgsr,824258119,735930533016969216
6099,ORANGE,2016-05-26T20:35:10+00:00,@wmata hot car orange line car 6099 it is oven here.,DeafServant,72407568,735932309476544512
1154,RED,2016-05-26T20:44:43+00:00,#hotcar #Redline Car 1154 #wmata @wmata,outtacontext,14228887,735934713282596866
1016,,2016-05-26T21:03:46+00:00,Car 1016 is an oven. #wmata #hotcars,ninjabakesale,9507162,735939506227052545
6099,,2016-05-26T21:36:13+00:00,OR #hotcar no. 6099. Like a sauna..very unsafe. #wmata @FixWMATA,RobColeDC,66043135,735947676060114944
3058,,2016-05-26T21:41:01+00:00,#wmata #hotcar 3058 https://t.co/RtzgArE9LX,KathrynAegis,484432098,735948880991408128
3058,,2016-05-26T21:45:01+00:00,#wmata #hotcar 3058. My skin is reacting like a sunburn. Wow.,punkwalrus,14363910,735949889390006275
1084,RED,2016-05-26T21:53:02+00:00,@wmata hot car 1084 red line,kreed07,24489221,735951905512427520
1082,RED,2016-05-26T21:58:55+00:00,"Ugh, RL car 1082 has the heat on. #wmata #hotcar",jeditrainee,22651397,735953388723134464
5168,BLUE,2016-05-26T22:02:38+00:00,@MetroHotCars BL to Largo #5168,rty9a,343524569,735954323172171777
5130,,2016-05-26T22:09:24+00:00,Car 5130 is a #wmata #hotcar. A man also moved to the next car.,OverhaulMetro,3316155767,735956024541229056
5114,,2016-05-26T22:20:19+00:00,.@wmata and @Metrorailinfo car number 5114 is a #hotcar. It also smells terribly of mildew and mold.,lissabrennan,125491793,735958772384997376
4095,,2016-05-26T22:21:26+00:00,@wmata Hot car! #4095 @Metrorailinfo,bcrogs,2950449209,735959053831176193
1144,BLUE,2016-05-26T22:25:48+00:00,@MetroHotCars  BL 1144. Thanks,JayHDick,98657421,735960154118717440
1265,YELLOW,2016-05-26T22:27:19+00:00,@metrohotcar #wmata #hotcar yellow line car 1265,agreenwife,281045981,735960536106557440
4070,,2016-05-26T22:51:01+00:00,Is #HotCar still a thing? Cuz it should be. #4070 is also the number of degrees @wmata @unsuckdcmetro,jhuster,44457821,735966497445707776
3058,ORANGE,2016-05-26T23:35:50+00:00,#hotcar #OrangeLine  3058 @wmata,EpsilDelta,349988551,735977776281485314
4095,RED,2016-05-27T12:00:01+00:00,4095 feels like the current temp on Redline hot car #4095 #wmata #hotcar,mandy__gleason,308713911,736165055360831488
5051,,2016-05-27T12:18:57+00:00,.@wmata @Metrorailinfo @MetroHotCars car 5051 is a #Hotcar  Why do I still have to report these??,annewillis,19474435,736169823072292864
1156,SILVER,2016-05-27T12:27:29+00:00,#wmata #hot car silver 1156 @MetroHotCars  so hot!,redheadinthesun,569414930,736171970941845504
3106,SILVER,2016-05-27T12:44:48+00:00,@Metrorailinfo car 3106 on the SV is a hot car #WMATA,sparksjls,86537404,736176328332836864
1016,BLUE,2016-05-27T13:35:04+00:00,@MetroHotCars car 1016 on the BL is a hot car.,vcsjones,23236722,736188978504859648
6119,ORANGE,2016-05-27T18:29:08+00:00,@MetroHotCars #wmata #hotcar car 6119. Orange line. Very front of the train. It's too crowded to move.,KylieSertic,2361507678,736262980355117056
1139,,2016-05-27T19:05:53+00:00,Car 1139 smells really bad. And is hot.  #wmata,RJasonCottrell,207602580,736272228363448324
6007,,2016-05-27T19:34:54+00:00,Train 6007 #hotcar #wmata,freeradical_oh,19405892,736279532597043200
3014,,2016-05-27T19:47:14+00:00,Oooh... I love a @wmata #hotcar (3014) while wearing a suit in 90° weather. @MetroHotCars,EricMasten,700037010,736282635987787776
2057,,2016-05-27T19:59:06+00:00,.@wmata #HotCar #NoAC car 2057. Almost died in that thing,KellClagg,36582629,736285623447867392
2016,,2016-05-27T20:22:41+00:00,First @wmata #hotcar experience of 2016.,nielslesniewski,140286364,736291558719361027
6004,RED,2016-05-27T20:28:26+00:00,@wmata #hotcar #6004 red line,Kevbec1,610193800,736293004193861634
5043,RED,2016-05-27T20:30:06+00:00,Redline shadygrove bound train #5043 is a hot car. By hot I mean the pits of hell 🔥🔥@wmata @unsuckdcmetro #wmata,LondonsCallingU,3059281318,736293423129501697
6006,,2016-05-27T20:37:40+00:00,When you're on a brand new metro car you don't expect it to be a #hotcar car 6006 @wmata @unsuckdcmetro,okiestrat,430081624,736295325703360512
1003,,2016-05-27T20:39:39+00:00,"Not surprising, but train 1003 is a blazing hot car @MetroHotCars  #WMATA",PatrickScollay,2717289105,736295825593225217
5149,GREEN,2016-05-27T20:48:27+00:00,@wmata No a/c #hotcar #5149  #greenline #greenbelt https://t.co/29Mo7WQ54p,dc_man19xx,2448382639,736298040458252289
5145,RED,2016-05-27T21:39:20+00:00,"@MetroHotCars Red Line Train, car 5145 #hotcar",ItsARickInABox,2188257111,736310845811130372
4095,RED,2016-05-27T21:40:26+00:00,#wmata #hotcar 4095 red line.,EdChernosky,1931956381,736311123335512066
6099,ORANGE,2016-05-27T22:54:09+00:00,@MetroHotCars Orange 6099 #wmata #hotcar,rafijoepr,28377435,736329672917721093
4095,RED,2016-05-28T02:48:12+00:00,#WMATA #hotcar Car 4095 Red Line to SG @metrohotcars,Ceollaigh,381876388,736388576582217728
5073,BLUE,2016-05-28T22:14:27+00:00,@MetroHotCars 5073 blue has the heat on.,blissy456,12271892,736682072249667584
1242,YELLOW,2016-05-28T23:05:33+00:00,1242 Yellow to Huntington is HOT #wmata  @unsuckdcmetro @metrohotcars,FiveCentTweets,2684760381,736694932098818048
1008,,2016-05-29T18:51:38+00:00,#wmata #hotcar 1008,KathrynAegis,484432098,736993420078686209
1009,,2016-05-29T18:51:50+00:00,#wmata #hotcar 1009,KathrynAegis,484432098,736993471626678272
5035,,2016-05-31T10:20:54+00:00,@WMATA car #5035 has an air conditioner that has SOAKED the floor...it also is feeling a bit like a near #hotcar status,JZ_Solidarity,2487959572,737589664282902528
1261,BLUE,2016-05-31T11:23:08+00:00,Summer begins! @MetroHotCars blue ln car 1261 stifling at 7am. @unsuckdcmetro @MetroForward,endobert,14859379,737605328297041921
4063,RED,2016-05-31T12:23:46+00:00,Hot car 4063 red line @Wmata @hotcar @metrorailinfo @FixWMATA,Barbpurple,2967888045,737620584633405440
1261,BLUE,2016-05-31T12:33:18+00:00,#wmata #hotcar 1261 Blue line to Largo.,puravida794,1923795157,737622985801146368
1000,,2016-05-31T13:00:56+00:00,Every 1000 generation @wmata train is a #hotcar...I thought they were getting rid of these -__-,rbomb_90,31543273,737629939487387649
1132,,2016-05-31T13:03:04+00:00,@MetroHotCars @wmata @Metrorailinfo it's actually 1132- there's some AC but it does nothing,rbomb_90,31543273,737630475745931264
4063,RED,2016-05-31T13:32:01+00:00,.@wmata @Metrorailinfo Car #4063 on the #redline is a #hotcar. Currently at Shady Grove headed towards Glenmont. #wmata,TestudoDave,58782731,737637762317352960
2057,YELLOW,2016-05-31T20:41:05+00:00,Car 2057 on Yellow to Mt Vernon is a #hotcar @MetroHotCars #wmata,stephachusetts,96483109,737745739300900864
3099,,2016-05-31T20:51:08+00:00,#wmata car 3099 is a #hotcar @Metrorailinfo,jordanlteague,31528314,737748267337814021
1084,,2016-05-31T21:15:39+00:00,Always the same defeated look from passengers on a hotcar (Car 1084) #wmata @unsuckdcmetro @OverhaulMetro @WMATAMakesMeSad,chiangbang92,3353798319,737754437112979457
1051,,2016-05-31T21:33:07+00:00,@wmata Car 1051 to Vienna is a HOT car @unsuckdcmetro,BelleofBabble,3325544697,737758831774695428
6141,RED,2016-05-31T21:44:15+00:00,#wmata red line car 6141 is a #hotcar. Or just hot because of the 200 saddened aboard...,e30ej,727609849069047808,737761636279287809
6010,SILVER,2016-05-31T22:03:59+00:00,@Metrorailinfo @MetroHotCars Car 6010 on the silver line is a #wmata #hotcar.,ColinReusch,1173757202,737766601219538944
1051,,2016-05-31T22:15:09+00:00,.@wmata @Metrorailinfo And another #hotcar 1051.,annewillis,19474435,737769410606338050
5190,ORANGE,2016-05-31T22:34:28+00:00,@wmata #hotcar orange line 5190,kiskyface,320997653,737774272609955840
1109,RED,2016-05-31T22:41:46+00:00,@wmata @metrorailinfo #hotcar 1109 red line to shady grove,laxbugg,20737602,737776111166357504
3013,ORANGE,2016-05-31T22:51:24+00:00,damnit #wmata. OL 3013 is a #wmata #hotcar The heat and lack of circulation is going to cause a medical emergency 😡,pronouncedjenny,85158568,737778534677110785
1084,RED,2016-05-31T23:07:17+00:00,hot car #1084 redline to shady grove @MetroHotCars @wmata @Metrorailinfo #wmata #hotcar,turbogrrl,14310112,737782531592998913
5179,,2016-06-01T11:35:40+00:00,@wmata @FixWMATA #hotcar OR 5179,mvcebulski,83633317,737970866361905152
6183,SILVER,2016-06-01T12:27:02+00:00,@wmata #hotcar silver line Largo 6183.,trulyingrid,37787590,737983793164869632
6099,,2016-06-01T15:35:40+00:00,@Metrorailinfo car 6099 is a #hotcar #wmata #aintgottimeforthis,50kurush,744177571,738031268282142721
1018,RED,2016-06-01T18:32:12+00:00,Red line car 1018 is a #WMATA #hotcar,kiblerchris,223617236,738075693146361857
1018,RED,2016-06-01T20:51:07+00:00,@MetroHotCars a very #hotcar 1018 redline to Grosvenor @wmata,allunso,260434429,738110650292031488
6183,,2016-06-01T21:02:12+00:00,Car 6183 is a really #hotcar @wmata @unsuckdcmetro,TheSleepistasks,228215485,738113439869067265
1267,ORANGE,2016-06-01T21:03:43+00:00,@metrohotcars #Orange line car 1267 is a #Hot car @wmata,UnleafTheKraken,249353902,738113824562221056
6103,,2016-06-01T21:41:08+00:00,Attn: @wmata  there is no ac in #hotcar 6103,dc2005b,125982389,738123240476803072
6152,RED,2016-06-01T21:50:09+00:00,#wmata #hotcar 6152 red line,Kevbec1,610193800,738125507775082500
3013,,2016-06-01T22:07:12+00:00,@wmata Car 3013 is a hot car.,HistoryJosh,62455723,738129797038100481
4095,RED,2016-06-01T22:15:00+00:00,RL 4095 is a #wmata #hotcar,steadman_amanda,707523272,738131763436781568
1018,,2016-06-01T22:36:47+00:00,Car #1018 is a #hotcar #wmata,rushminus,558187315,738137245484384256
