elevators_num_fixes,escalators_availability,escalators_num_fixes,elevators_num_inspections,elevators_num_breaks,escalators_num_inspections,elevators_num_units,escalators_num_units,escalators_num_breaks,elevators_broken_time_percentage,elevators_availability,day,escalators_broken_time_percentage
0,0.931769460645,58,0,0,35,0,588,56,0.0,1.0,"2013-07-28",0.0361527640501
0,0.924885298241,67,0,0,45,0,588,71,0.0,1.0,"2013-07-29",0.0404112230726
0,0.924766175682,75,0,0,45,0,588,77,0.0,1.0,"2013-07-30",0.0333590938159
0,0.923167106059,84,0,0,39,0,588,86,0.0,1.0,"2013-07-31",0.0341552392141
0,0.933041699512,83,0,0,35,0,588,74,0.0,1.0,"2013-08-01",0.0248784547927
0,0.934187258168,71,0,0,10,0,588,68,0.0,1.0,"2013-08-02",0.0274080625773
2,0.937823020928,60,0,3,5,228,588,61,0.00815218602447,0.965532558488,"2013-08-03",0.0253296583286
4,0.936424243447,55,0,9,25,228,588,55,0.0130609722222,0.960623238304,"2013-08-04",0.0263345768307
14,0.925720483625,82,1,9,50,228,588,83,0.0153803031702,0.958303907356,"2013-08-05",0.0350098798086
9,0.938705545386,66,1,10,52,228,588,64,0.00758557203499,0.965815521891,"2013-08-06",0.0216972432818
7,0.930874662549,79,3,8,57,228,588,84,0.00899043968657,0.960510587168,"2013-08-07",0.0333604932221
11,0.936944195409,67,1,9,51,228,588,64,0.00876622569765,0.960331019865,"2013-08-08",0.0279542309892
15,0.947192933502,62,1,18,30,229,588,58,0.0183345651191,0.955654094292,"2013-08-09",0.0206714518914
10,0.944147076649,57,1,10,4,229,588,62,0.0248397854803,0.953326153384,"2013-08-10",0.0252816406841
8,0.947827132937,43,2,6,35,229,588,41,0.0150735012986,0.96306260439,"2013-08-11",0.0240991118948
15,0.950503042676,56,1,16,46,230,588,58,0.0215833900924,0.956677479473,"2013-08-12",0.0233251324492
15,0.951814479303,76,2,16,51,230,588,71,0.0170157594711,0.961182231185,"2013-08-13",0.0251217024705
15,0.95013262959,78,2,14,46,230,588,77,0.020232315853,0.957724413234,"2013-08-14",0.0227478977951
10,0.942489604741,70,1,10,48,230,588,75,0.01763852746,0.960622342105,"2013-08-15",0.0246252511984
9,0.951874794072,78,1,9,20,230,588,71,0.0178217093764,0.960439160189,"2013-08-16",0.019753333591
0,0.962585034014,0,1,0,1,230,588,0,0.0130434782609,0.965217391304,"2013-08-17",0.0102040816327
0,0.962585034014,0,1,0,1,230,588,0,0.0130434782609,0.965217391304,"2013-08-18",0.0102040816327
7,0.947262256186,70,1,6,36,230,588,83,0.0130413609204,0.961556187452,"2013-08-19",0.0255109117039
11,0.943004917626,79,1,11,59,230,588,72,0.0145278499237,0.959385193555,"2013-08-20",0.0263451443838
17,0.943153627148,76,1,15,58,230,588,73,0.0165129746377,0.961305340898,"2013-08-21",0.0273528474709
10,0.943526112528,62,1,11,56,230,588,65,0.00714074040173,0.971089900839,"2013-08-22",0.0261740428203
10,0.93971138453,75,1,10,16,230,588,79,0.00806869378568,0.97019217578,"2013-08-23",0.0305935445656
4,0.939548414187,68,1,4,2,230,588,71,0.00598682506039,0.972249634179,"2013-08-24",0.0347787655896
1,0.929514270958,55,1,3,27,230,588,50,0.00449962560386,0.973761243961,"2013-08-25",0.0415239840936
17,0.937776371509,62,2,15,52,230,588,65,0.0139742858505,0.96425107062,"2013-08-26",0.0327215320295
10,0.933183931456,84,2,9,62,231,588,75,0.00574343894629,0.972339666038,"2013-08-27",0.0353875040777
10,0.945949705116,66,1,10,65,231,588,69,0.00512570808334,0.975983584656,"2013-08-28",0.0227829244987
7,0.9450247126,54,0,9,50,231,588,59,0.00562369199514,0.977060290689,"2013-08-29",0.0230677941879
13,0.932993870937,80,0,12,13,231,588,75,0.00864014916481,0.96971482919,"2013-08-30",0.0344992880763
7,0.941333955026,60,0,6,2,231,588,64,0.00523208164983,0.973122896705,"2013-08-31",0.0282487253638
2,0.936282876289,50,0,3,29,231,588,54,0.00124741172226,0.977107566633,"2013-09-01",0.0334519329398
7,0.941080069668,55,0,6,46,232,588,45,0.0018242846545,0.976623991208,"2013-09-02",0.0275033610813
7,0.946044770582,71,0,8,56,232,588,67,0.00547976721617,0.972968508646,"2013-09-03",0.0222225077575
15,0.951884717946,59,0,15,57,233,588,58,0.00639620290689,0.972122683535,"2013-09-04",0.016239994704
7,0.950649556953,56,0,8,54,233,588,63,0.0043605556183,0.974180216914,"2013-09-05",0.0193086621067
14,0.949326398208,57,0,13,17,233,588,58,0.00676768825595,0.971773084276,"2013-09-06",0.0261968978046
8,0.951167863379,49,0,9,3,233,588,52,0.00828769855746,0.970253073975,"2013-09-07",0.0256494275557
9,0.938390471633,47,0,7,38,233,588,48,0.00877041522904,0.969770357303,"2013-09-08",0.0373647423692
10,0.943824302323,54,0,11,56,233,588,50,0.00782513741435,0.970715635118,"2013-09-09",0.0268512247882
9,0.939114930904,63,0,8,53,233,588,65,0.00760900214592,0.970931770386,"2013-09-10",0.0237770591409
7,0.933233446637,75,0,7,50,233,588,73,0.00764036267349,0.970900409859,"2013-09-11",0.0318229569459
7,0.938758337585,84,0,7,47,233,588,85,0.00282915010165,0.975711622431,"2013-09-12",0.028191642524
5,0.940349887394,74,0,8,15,234,588,88,0.00428331500964,0.974349163623,"2013-09-13",0.0293754519687
8,0.932675755126,70,0,7,1,234,588,61,0.0110363041311,0.964424321403,"2013-09-14",0.0395307060421
9,0.932716326003,58,0,8,27,234,588,56,0.0112691810513,0.961686926848,"2013-09-15",0.0392125172291
14,0.942549864219,68,0,16,61,234,588,60,0.0131570748988,0.961206412131,"2013-09-16",0.0259547460914
14,0.950249539623,60,0,12,53,234,588,61,0.0103619433198,0.963997031039,"2013-09-17",0.0218918752735
11,0.9562826961,66,0,13,53,234,588,67,0.00945707821013,0.964831582821,"2013-09-18",0.0205698444275
6,0.953636602767,64,0,6,64,234,588,61,0.0126183208377,0.959625415542,"2013-09-19",0.0220503483908
9,0.959761126293,64,0,9,20,234,588,63,0.0120368752158,0.964659697887,"2013-09-20",0.0210962723966
9,0.9557636601,62,0,8,2,235,588,66,0.0117295824044,0.966993821851,"2013-09-21",0.0229913818263
6,0.94953263372,49,0,7,36,235,588,54,0.0098955492282,0.968827855027,"2013-09-22",0.0258931395892
5,0.947057476628,67,0,7,70,235,588,61,0.0138788308448,0.96484457341,"2013-09-23",0.0235377550523
13,0.953898500915,69,0,11,61,235,588,72,0.0185279700137,0.960195434242,"2013-09-24",0.0200389597506
13,0.946225083194,65,1,14,55,235,588,67,0.0132123312181,0.965508954025,"2013-09-25",0.0259774955494
9,0.947315826396,55,0,8,65,235,588,51,0.0125534395919,0.966169964663,"2013-09-26",0.0257309221715
10,0.955235732946,61,0,10,22,235,588,60,0.0144721287342,0.964251275521,"2013-09-27",0.0232968277804
9,0.956504038879,58,0,10,1,235,588,58,0.0120807456856,0.962506681028,"2013-09-28",0.0245305744756
11,0.958565242792,49,0,10,37,235,588,51,0.0148372088027,0.96194771965,"2013-09-29",0.0215170235872
16,0.956526459353,56,0,16,51,235,588,53,0.0196934102277,0.959029994028,"2013-09-30",0.0213571987508
12,0.956997146885,58,0,12,57,235,588,60,0.0138303073286,0.967052007465,"2013-10-01",0.0165176592772
11,0.949655212784,66,0,12,58,235,588,67,0.0200792972502,0.962899426154,"2013-10-02",0.0205589497056
13,0.953388789384,40,0,11,56,235,588,38,0.0153133216996,0.967665401705,"2013-10-03",0.0184712263048
10,0.949909537681,63,0,10,19,235,588,64,0.0108644675478,0.971498618042,"2013-10-04",0.0258049432462
7,0.954602938492,53,0,7,4,235,588,52,0.0119180151891,0.971060708215,"2013-10-05",0.0213391361961
6,0.953607957433,49,0,5,35,235,588,45,0.0091270141844,0.97385170922,"2013-10-06",0.0195341020575
8,0.934762662659,63,0,8,57,235,588,75,0.0069537114595,0.976025011945,"2013-10-07",0.0329084088694
16,0.942053161351,91,0,17,54,236,588,87,0.0130775931995,0.969973254258,"2013-10-08",0.0316512851076
13,0.950672736081,58,0,14,54,236,588,55,0.0124754720488,0.971360335142,"2013-10-09",0.0216807059066
10,0.944584675876,73,0,10,55,236,588,80,0.017470929106,0.965579918352,"2013-10-10",0.0269322805028
8,0.934652037724,63,0,14,16,236,588,63,0.0255048695108,0.957545977947,"2013-10-11",0.0401654563707
11,0.941394457341,71,0,8,3,236,588,67,0.0342479855226,0.948802861935,"2013-10-12",0.0374646725009
5,0.951874904767,52,0,7,26,236,588,50,0.0281925405727,0.954858306885,"2013-10-13",0.0267711008014
15,0.948122004117,42,1,11,52,236,588,47,0.0308054346318,0.952239624653,"2013-10-14",0.0241991602767
15,0.948771085949,61,0,15,57,236,588,55,0.0202906206016,0.961794620131,"2013-10-15",0.026900230835
9,0.951063584905,66,0,8,65,236,588,67,0.0189739470587,0.959839612263,"2013-10-16",0.0250623966663
10,0.950188162345,63,0,10,54,236,588,71,0.0190730392631,0.959740520059,"2013-10-17",0.0264655999125
6,0.949811142333,68,1,5,15,236,588,63,0.0143904671182,0.968552949463,"2013-10-18",0.0295632287372
5,0.948695838435,51,0,9,1,236,588,68,0.012847767008,0.97020308045,"2013-10-19",0.0300418696854
4,0.93962512341,48,0,4,34,236,588,34,0.0191072504708,0.963022306414,"2013-10-20",0.0380754126651
20,0.942148486569,72,0,18,51,236,588,70,0.0262401051269,0.954948553313,"2013-10-21",0.0347586820225
19,0.950644379699,58,0,17,53,236,588,57,0.0187243522029,0.968154220252,"2013-10-22",0.0239663465708
7,0.939033798086,82,0,9,52,236,588,92,0.0136133254659,0.970012878692,"2013-10-23",0.0379740186279
9,0.944889605412,86,0,7,58,236,588,79,0.00832106644613,0.969670481217,"2013-10-24",0.0338383083453
11,0.942333704262,90,0,12,15,237,588,89,0.0108474380758,0.968055515511,"2013-10-25",0.0404121673152
11,0.94789060804,60,0,11,1,237,588,71,0.0158091632091,0.963093790377,"2013-10-26",0.0363691725954
0,0.937074829932,0,0,0,0,237,588,0,0.0084388185654,0.970464135021,"2013-10-27",0.047619047619
13,0.94712123538,83,0,13,28,237,588,70,0.0126353366274,0.966267616959,"2013-10-28",0.0353783348003
12,0.942957160535,72,1,11,47,237,588,75,0.0145864267649,0.96347965961,"2013-10-29",0.0356686043979
13,0.938343730532,72,1,13,37,237,588,71,0.00848685845239,0.969183472068,"2013-10-30",0.0396105187323
11,0.939941080529,73,4,9,22,237,588,79,0.0132821988427,0.96493256033,"2013-10-31",0.0336952039076
10,0.938843719852,80,0,10,4,237,588,77,0.0042203534288,0.97890200944,"2013-11-01",0.0379326519231
8,0.930987259283,64,0,8,2,237,588,69,0.00246550228551,0.980095099273,"2013-11-02",0.0447536598167
8,0.930788778206,60,0,12,28,237,588,58,0.00949356802074,0.973628794848,"2013-11-03",0.044144366441
18,0.930631632156,47,0,14,50,237,588,48,0.00825157623313,0.974870786636,"2013-11-04",0.0364269328082
18,0.931487916294,79,0,20,63,237,588,71,0.00918466294076,0.973937699928,"2013-11-05",0.0327413970193
18,0.940323538807,54,0,17,61,238,588,57,0.0112514783664,0.971941798945,"2013-11-06",0.0263363364264
18,0.941668917333,48,0,23,15,239,588,49,0.0232205391421,0.957305457396,"2013-11-07",0.0298118544128
6,0.94165766339,23,0,1,3,239,588,19,0.0193174223406,0.960296435485,"2013-11-08",0.0326143859299
16,0.943441155612,57,0,16,1,239,588,54,0.00975071112273,0.973512887204,"2013-11-09",0.0284666711546
5,0.945818445573,33,0,6,38,239,588,42,0.0075653533924,0.975698244934,"2013-11-10",0.0251764710051
8,0.934072243332,48,0,8,64,239,588,47,0.00870815397979,0.974555444347,"2013-11-11",0.0356476612911
13,0.933339578012,74,0,15,55,240,588,74,0.0179848113552,0.965348521978,"2013-11-12",0.0361907337789
14,0.935831075407,60,0,14,56,240,588,67,0.0170852236842,0.966248109649,"2013-11-13",0.0349374081533
10,0.932254421719,69,0,10,47,240,588,60,0.0197324560794,0.963600877254,"2013-11-14",0.0362095084935
16,0.936849861261,62,0,16,14,240,588,64,0.0218253233375,0.96220017782,"2013-11-15",0.0341805377542
8,0.929596700255,62,0,8,1,240,588,66,0.0190560449074,0.968443955093,"2013-11-16",0.0411178048706
10,0.937832182512,62,0,9,31,240,588,53,0.0214442306645,0.966055769336,"2013-11-17",0.0322678413866
15,0.940187122519,36,0,15,14,240,588,39,0.0202562350755,0.967243764924,"2013-11-18",0.0286778237757
2,0.940321128391,20,0,1,36,240,588,11,0.0119041670322,0.975595832968,"2013-11-19",0.0273685863965
4,0.94159993896,59,0,6,54,240,588,64,0.0114660870492,0.975717588816,"2013-11-20",0.0231213324979
16,0.940456806277,54,0,14,39,240,588,51,0.0189987350146,0.968501264985,"2013-11-21",0.023744577192
17,0.943098893527,64,0,16,13,240,588,71,0.0111123410143,0.976387658986,"2013-11-22",0.0242468577785
9,0.939335626559,56,0,10,1,240,588,49,0.0074937927662,0.980006207234,"2013-11-23",0.0285625464616
8,0.935921583356,61,0,6,37,240,588,63,0.0106401264978,0.976859873502,"2013-11-24",0.0301534979269
17,0.928871032616,76,0,19,50,240,588,76,0.0188510436769,0.972729078155,"2013-11-25",0.0349476632554
11,0.930914805814,75,0,10,58,240,588,81,0.0123475623782,0.979319104288,"2013-11-26",0.0287820515823
10,0.929404978493,68,0,9,38,240,588,71,0.00812553100634,0.98354113566,"2013-11-27",0.0316602106705
8,0.93627568614,58,0,8,16,240,588,48,0.00304225743177,0.988624409235,"2013-11-28",0.0279264255381
14,0.938762364289,69,0,15,5,241,588,74,0.00709465613957,0.984606588674,"2013-11-29",0.0310350521155
6,0.931981713813,66,0,7,0,241,588,71,0.00690839759106,0.984792847222,"2013-11-30",0.0391067215608
5,0.937134086996,52,0,5,30,241,588,44,0.0106287073875,0.981072537426,"2013-12-01",0.0318681801887
16,0.939594640048,54,0,16,50,241,588,61,0.016154639538,0.975546605275,"2013-12-02",0.0312701203654
4,0.933568185096,53,1,4,51,241,588,52,0.0101695338017,0.981531711012,"2013-12-03",0.0336244987469
23,0.936071406517,74,1,25,52,241,588,68,0.020390229429,0.968853879183,"2013-12-04",0.0324540791214
17,0.934407451739,62,1,18,58,241,588,63,0.0323137154522,0.959387529361,"2013-12-05",0.026694313313
13,0.932917500472,55,0,11,22,241,588,60,0.019920237489,0.971781007324,"2013-12-06",0.0309118305504
2,0.924927954908,55,0,7,1,241,588,58,0.0161454240433,0.97555582077,"2013-12-07",0.0402618961404
8,0.924076143263,47,0,8,32,241,588,44,0.0201828790036,0.97151836581,"2013-12-08",0.0402888073841
21,0.921083102772,64,0,17,57,241,588,64,0.0194675260246,0.972233718789,"2013-12-09",0.0433421394508
11,0.923728809623,60,0,11,67,242,588,59,0.0201353416945,0.966758858683,"2013-12-10",0.0359037429636
24,0.92398541428,62,0,25,53,243,588,58,0.0292952827976,0.95835903819,"2013-12-11",0.0349441633101
16,0.91779021798,69,0,18,49,243,588,76,0.0265475034294,0.962619680589,"2013-12-12",0.0386768894707
25,0.918099677558,76,0,22,10,243,588,71,0.0318251818078,0.95582913918,"2013-12-13",0.0402422679602
3,0.920219021093,57,0,4,1,243,588,60,0.0182773274463,0.969376993541,"2013-12-14",0.0399978213577
12,0.921348023682,45,0,14,33,243,588,42,0.0393741748702,0.948280146117,"2013-12-15",0.0373694682595
14,0.91191139421,62,0,12,50,243,588,66,0.0191375318268,0.968516789161,"2013-12-16",0.0409428244968
12,0.922561380883,60,0,15,56,243,588,49,0.0251557877891,0.959894704714,"2013-12-17",0.0275818630903
19,0.93021744525,44,1,13,57,243,588,47,0.0226131406276,0.962178378396,"2013-12-18",0.0204897999214
11,0.929671833055,48,1,17,54,243,588,40,0.0176968896951,0.964871310736,"2013-12-19",0.0190339315551
17,0.929847018098,48,1,13,22,243,588,60,0.0229264969136,0.960149935881,"2013-12-20",0.0201665292165
7,0.927459353694,70,1,8,2,243,588,66,0.0203006371742,0.963238457476,"2013-12-21",0.0240866476049
12,0.924816978208,49,1,9,28,243,588,46,0.0281585677399,0.95538052691,"2013-12-22",0.025972221722
19,0.919227897571,57,2,20,54,243,588,61,0.0215108619113,0.961389356605,"2013-12-23",0.0283755646806
10,0.931500895368,54,1,10,38,243,588,53,0.0156390763603,0.970875320133,"2013-12-24",0.0224955133369
6,0.933706865527,48,0,6,24,243,588,49,0.0106505438837,0.977003777104,"2013-12-25",0.0229012382643
6,0.932010280985,58,4,5,33,243,588,53,0.0121054647679,0.973734670361,"2013-12-26",0.0252186170535
6,0.935447883276,46,0,8,14,243,588,49,0.0165387908405,0.971115530147,"2013-12-27",0.0243042860149
6,0.931170558673,43,0,7,2,243,588,48,0.0208752051326,0.966779115855,"2013-12-28",0.030411096301
6,0.928210745798,42,1,7,29,243,588,42,0.0188560417843,0.968798279203,"2013-12-29",0.0343546237662
18,0.926306137268,63,1,16,50,243,588,64,0.0276765272664,0.955874540045,"2013-12-30",0.0328110230189
7,0.929916594711,64,0,6,24,243,588,67,0.0132023101822,0.973492096539,"2013-12-31",0.0334774778464
10,0.934847247583,46,0,7,34,243,588,41,0.00570211278367,0.981952208204,"2014-01-01",0.0291832713231
7,0.93760301361,62,0,7,36,244,588,62,0.00305548325237,0.98464943478,"2014-01-02",0.0248382173937
11,0.920656453502,94,1,11,15,244,588,101,0.00450897308122,0.983051331915,"2014-01-03",0.0435818059421
11,0.928171846892,68,0,11,1,244,588,65,0.00672375409836,0.980674037568,"2014-01-04",0.0374385789163
5,0.932589893013,48,0,6,40,244,588,47,0.00269912447766,0.985005793555,"2014-01-05",0.0321646494987
23,0.925368853085,63,0,26,51,244,588,61,0.0191297400777,0.968575177955,"2014-01-06",0.0341059606854
24,0.917977321379,109,0,24,51,244,588,110,0.0251702658542,0.962534652179,"2014-01-07",0.0379749703376
24,0.932854975932,69,1,22,55,244,588,65,0.0232290890734,0.964475828959,"2014-01-08",0.0263199022855
18,0.937784328878,44,0,19,49,244,588,41,0.0221212047622,0.964738407391,"2014-01-09",0.0220580158979
18,0.929055792663,70,0,18,20,244,588,80,0.0160009963363,0.971703921696,"2014-01-10",0.0340455659057
7,0.913051259283,49,0,7,0,244,588,59,0.00941666848816,0.978288249545,"2014-01-11",0.0506371081349
13,0.916266387194,59,0,13,36,244,588,51,0.01278435491,0.974920563123,"2014-01-12",0.0443103284647
17,0.917253041831,58,1,18,63,244,588,55,0.0217133963067,0.96294872843,"2014-01-13",0.0370564224798
12,0.921769536341,61,0,8,54,244,588,61,0.00959272169495,0.977031924791,"2014-01-14",0.03710212227
15,0.927611538594,71,0,15,52,244,588,63,0.0050339708561,0.982670947177,"2014-01-15",0.029172454201
15,0.934632286172,61,0,16,53,244,588,65,0.00821351290624,0.979491405127,"2014-01-16",0.0256778699726
9,0.939929164433,48,0,8,14,244,588,41,0.00637862192623,0.981326296107,"2014-01-17",0.0226509285457
1,0.94039806987,43,0,1,1,244,588,46,1.60617600182e-05,0.987688856273,"2014-01-18",0.0229836322515
0,0.939135078809,42,0,0,28,244,588,44,0.0,0.987704918033,"2014-01-19",0.0233265183851
2,0.943971670297,45,0,3,54,244,588,39,0.00372215990797,0.983982758125,"2014-01-20",0.0200735432082
8,0.931698492909,75,0,9,42,244,588,91,0.00559797862142,0.982106939411,"2014-01-21",0.0267169704519
22,0.92386159389,91,3,23,43,245,588,83,0.00955149606158,0.972700234097,"2014-01-22",0.0338082377074
16,0.928850328649,81,0,14,44,245,588,80,0.00835422043203,0.97685242702,"2014-01-23",0.026334634851
13,0.924683950367,89,0,12,21,245,588,92,0.00811687456195,0.979638227479,"2014-01-24",0.034334855614
0,0.928571428571,0,0,0,2,245,588,0,0.0,0.987755102041,"2014-01-25",0.030612244898
15,0.930233423786,48,1,16,37,245,588,43,0.00714179651861,0.978751236161,"2014-01-26",0.0290264851496
15,0.925811553462,65,0,14,61,245,588,68,0.00664184258265,0.979012205752,"2014-01-27",0.0295936066605
7,0.922696997404,85,0,10,45,245,588,85,0.0104640942237,0.977291007817,"2014-01-28",0.0335221986265
19,0.920953720213,87,0,18,58,245,588,91,0.0185706134384,0.969184488602,"2014-01-29",0.0365925841886
21,0.922428732919,80,0,20,52,245,588,71,0.0204917670366,0.964811312328,"2014-01-30",0.0330500114871
18,0.933630512308,80,0,17,12,245,588,80,0.0123911576479,0.970792887704,"2014-01-31",0.0277540917895
5,0.937530146022,43,0,7,0,245,588,50,0.00720232857143,0.972230973356,"2014-02-01",0.0255398751653
7,0.939427406074,43,0,6,25,245,588,42,0.0080188517407,0.979104330866,"2014-02-02",0.0226456281957
13,0.910667605397,82,0,18,55,245,588,86,0.0198724452799,0.964273955544,"2014-02-03",0.0442721102608
24,0.924951062975,83,0,21,47,245,588,79,0.0269258130445,0.956747656343,"2014-02-04",0.0313388966712
15,0.935587356909,71,1,17,59,245,588,63,0.0140422653658,0.970689336735,"2014-02-05",0.0190699276216
17,0.931145447299,66,0,14,53,245,588,68,0.0203749194415,0.966038513068,"2014-02-06",0.0231540212386
13,0.939882662595,65,0,13,21,245,588,64,0.0117974320243,0.972360649866,"2014-02-07",0.0205361622389
4,0.943920877646,70,0,5,0,245,588,69,0.0144866513039,0.969186818084,"2014-02-08",0.0194937925642
5,0.945209142629,49,0,4,41,245,588,45,0.0104488450714,0.973224624316,"2014-02-09",0.0157709952592
10,0.940592265137,63,0,11,56,245,588,65,0.0118355241676,0.971065209393,"2014-02-10",0.0192333346262
3,0.899768892146,17,0,4,77,245,588,24,0.013273069161,0.966318767574,"2014-02-11",0.0147174508195
12,0.928960345606,89,1,11,61,245,588,85,0.0211910325815,0.959307235947,"2014-02-12",0.0250572497464
16,0.937922819375,55,0,16,35,245,588,55,0.0135862090942,0.970087260294,"2014-02-13",0.0200891337719
15,0.937864418591,62,0,14,11,245,588,65,0.0145415371058,0.969131932282,"2014-02-14",0.023547327527
9,0.928469339616,63,0,7,4,245,588,65,0.00600286071429,0.977670608673,"2014-02-15",0.0310474236584
8,0.928090188353,48,0,9,4,245,588,48,0.0115628844871,0.972110584901,"2014-02-16",0.0289219926026
9,0.931972789116,0,0,8,2,245,588,0,0.00603165717866,0.977641812209,"2014-02-17",0.0255102040816
12,0.931972789116,0,0,13,2,246,588,0,0.008872212029,0.973758233283,"2014-02-18",0.0255102040816
